Country,CountryCode,Region,IncomeGroup,LifeExp,MajorReligion,MajorReligionPop,Year,Beer_LitersAlcPerYear,Beer_LitersPerYear,Wine_LitersAlcPerYear,Wine_LitersPerYear,Spirits_LitersAlcPerYear,Spirits_LitersPerYear,Total_LitersAlcPerYear
Costa Rica,CRI,Americas,Upper_middle_income,69.3,,,1988,0.89,17.8,0.09,0.75,4.52,11.299999999999999,5.5
Cuba,CUB,Americas,Upper_middle_income,66.4,,,1988,1.89,37.8,0.06,0.5,2.5,6.25,4.45
Cyprus,CYP,Europe,High_income,74.4,Orthodox,653635,1988,3.39,67.8,2.2,18.333333333333336,4.02,10.049999999999999,9.61
Czech Republic,CZE,Europe,High_income,68.7,Unknown,4662455,1988,6.71,134.2,1.85,15.416666666666668,4.28,10.7,12.84
Germany,DEU,Europe,High_income,71.1,Other,32783750,1988,8.45,168.99999999999997,3.67,30.583333333333332,2.49,6.2250000000000005,14.61
Djibouti,DJI,Eastern Mediterranean,Lower_middle_income,52.9,,,1988,0.37,7.3999999999999995,0.31,2.5833333333333335,0.28,0.7000000000000001,0.96
Denmark,DNK,Europe,High_income,70.0,,,1988,7.27,145.39999999999998,2.88,24.0,1.75,4.375,11.899999999999999
Dominican Republic,DOM,Americas,Upper_middle_income,63.0,,,1988,1.54,30.8,0.03,0.25,2.74,6.8500000000000005,4.3100000000000005
Algeria,DZA,Africa,Upper_middle_income,62.4,,,1988,0.17,3.4,0.25,2.0833333333333335,0.01,0.024999999999999998,0.43000000000000005
Ecuador,ECU,Americas,Lower_middle_income,65.9,,,1988,2.16,43.2,0.04,0.33333333333333337,1.15,2.8749999999999996,3.35
Egypt,EGY,Eastern Mediterranean,Lower_middle_income,61.8,,,1988,0.07,1.4000000000000001,0.01,0.08333333333333334,0.33,0.825,0.41000000000000003
Eritrea,ERI,Africa,Low_income,54.5,,,1988,0.11,2.1999999999999997,0.0,0.0,0.0,0.0,0.11
Spain,ESP,Europe,High_income,73.2,,,1988,4.34,86.8,5.64,47.0,3.54,8.85,13.52
Ethiopia,ETH,Africa,Low_income,55.6,Orthodox,32092182,1988,0.56,11.200000000000001,0.0,0.0,0.0,0.0,0.56
Finland,FIN,Europe,High_income,70.8,Lutheran,4207192,1988,4.23,84.60000000000001,0.93,7.750000000000001,1.8,4.5,6.96
Fiji,FJI,Western Pacific,Upper_middle_income,60.4,Methodist,289923,1988,1.59,31.8,0.16,1.3333333333333335,0.04,0.09999999999999999,1.79
France,FRA,Europe,High_income,71.8,,,1988,2.47,49.4,10.28,85.66666666666667,2.85,7.125,15.6
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,Africa,Upper_middle_income,53.9,,,1988,8.25,165.0,3.49,29.083333333333336,0.53,1.325,12.27
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,1988,5.65,113.0,1.72,14.333333333333334,2.2,5.5,9.57
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,1988,0.28,5.6000000000000005,0.0,0.0,0.01,0.024999999999999998,0.29000000000000004
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1988,0.08,1.5999999999999999,0.02,0.16666666666666669,0.09,0.22499999999999998,0.19
Gambia,GMB,Africa,Low_income,52.9,,,1988,0.07,1.4000000000000001,0.07,0.5833333333333334,0.04,0.09999999999999999,0.18000000000000002
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1988,0.49,9.799999999999999,0.27,2.2500000000000004,0.77,1.925,1.53
Equatorial Guinea,GNQ,Africa,High_income,47.4,,,1988,0.55,11.0,5.42,45.166666666666664,0.0,0.0,5.97
Greece,GRC,Europe,High_income,71.3,,,1988,2.45,49.0,4.13,34.416666666666664,3.45,8.625,10.030000000000001
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1988,0.87,17.4,0.01,0.08333333333333334,2.16,5.4,3.04
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1988,1.31,26.2,0.0,0.0,9.04,22.599999999999998,10.35
Honduras,HND,Americas,Lower_middle_income,63.7,,,1988,1.13,22.599999999999998,0.03,0.25,1.09,2.725,2.25
Croatia,HRV,Europe,High_income,67.8,Roman Catholic,3697143,1988,3.13,62.599999999999994,5.03,41.91666666666667,2.91,7.275,11.07
Haiti,HTI,Americas,Low_income,51.8,,,1988,0.01,0.19999999999999998,0.02,0.16666666666666669,5.63,14.075,5.66
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1988,6.5,130.0,3.15,26.25,5.69,14.225,15.34
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1988,0.03,0.6,0.0,0.0,0.04,0.09999999999999999,0.07
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1988,0.01,0.19999999999999998,0.0,0.0,1.54,3.85,1.55
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,1988,7.67,153.39999999999998,0.65,5.416666666666667,2.38,5.949999999999999,10.7
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1988,0.31,6.199999999999999,0.01,0.08333333333333334,0.36,0.8999999999999999,0.6799999999999999
Iceland,ISL,Europe,High_income,72.2,,,1988,1.07,21.4,0.9,7.500000000000001,3.5,8.75,5.470000000000001
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1988,0.95,18.999999999999996,0.5,4.166666666666667,0.73,1.825,2.1799999999999997
Italy,ITA,Europe,High_income,72.9,,,1988,1.42,28.4,8.5,70.83333333333334,1.46,3.65,11.379999999999999
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1988,2.02,40.4,0.03,0.25,1.04,2.6,3.09
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1988,0.13,2.6,0.02,0.16666666666666669,0.12,0.3,0.27
Japan,JPN,Western Pacific,High_income,75.0,,,1988,2.84,56.8,0.13,1.0833333333333335,3.05,7.624999999999999,6.02
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1988,1.45,28.999999999999996,0.0,0.0,0.81,2.025,2.26
Kyrgyzstan,KGZ,Europe,Low_income,60.9,,,1988,0.73,14.6,0.67,5.583333333333334,2.11,5.2749999999999995,3.51
Cambodia,KHM,Western Pacific,Low_income,61.6,Buddhist,12984523,1988,0.0,0.0,0.0,0.0,0.17,0.425,0.17
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1988,0.39,7.8,0.02,0.16666666666666669,0.09,0.22499999999999998,0.5
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1988,2.19,43.8,0.32,2.666666666666667,1.74,4.35,4.25
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1988,1.51,30.2,0.01,0.08333333333333334,2.26,5.6499999999999995,3.78
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,1988,0.01,0.19999999999999998,0.0,0.0,4.71,11.774999999999999,4.72
Lebanon,LBN,Eastern Mediterranean,Upper_middle_income,69.7,,,1988,0.41,8.2,0.88,7.333333333333334,2.73,6.824999999999999,4.02
Liberia,LBR,Africa,Low_income,52.4,Roman Catholic,2975675,1988,0.51,10.2,0.02,0.16666666666666669,4.99,12.475,5.5200000000000005
Libya,LBY,Eastern Mediterranean,Upper_middle_income,64.4,,,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,LCA,Americas,Upper_middle_income,63.0,Roman Catholic,105755,1988,2.37,47.4,1.0,8.333333333333334,8.78,21.949999999999996,12.149999999999999
Sri Lanka,LKA,South_East Asia,Lower_middle_income,65.4,Buddhist,14272056,1988,0.04,0.7999999999999999,0.0,0.0,0.12,0.3,0.16
Lesotho,LSO,Africa,Lower_middle_income,43.0,,,1988,0.79,15.8,0.06,0.5,0.37,0.9249999999999999,1.2200000000000002
Luxembourg,LUX,Europe,High_income,71.6,,,1988,5.46,109.19999999999999,6.98,58.16666666666667,2.67,6.675,15.110000000000001
Latvia,LVA,Europe,Upper_middle_income,64.8,,,1988,1.69,33.8,1.14,9.5,3.5,8.75,6.33
Morocco,MAR,Eastern Mediterranean,Lower_middle_income,60.9,,,1988,0.39,7.8,0.3,2.5,0.06,0.15,0.75
Madagascar,MDG,Africa,Low_income,55.1,,,1988,0.15,2.9999999999999996,0.18,1.5,0.98,2.4499999999999997,1.31
Mexico,MEX,Americas,Upper_middle_income,67.0,Roman Catholic,92924489,1988,3.16,63.2,0.04,0.33333333333333337,1.33,3.325,4.53
Mali,MLI,Africa,Low_income,48.9,,,1988,0.01,0.19999999999999998,0.01,0.08333333333333334,0.05,0.125,0.07
Malta,MLT,Europe,High_income,70.6,,,1988,3.09,61.8,1.89,15.75,2.17,5.425,7.1499999999999995
Myanmar,MMR,South_East Asia,Low_income,57.2,Buddhist,45185449,1988,0.01,0.19999999999999998,0.0,0.0,0.15,0.37499999999999994,0.16
Mongolia,MNG,Western Pacific,Lower_middle_income,60.0,Buddhist,1009357,1988,0.18,3.5999999999999996,0.0,0.0,1.97,4.925,2.15
Mozambique,MOZ,Africa,Low_income,46.3,Roman Catholic,5748176,1988,0.09,1.7999999999999998,0.03,0.25,0.15,0.37499999999999994,0.27
Mauritania,MRT,Africa,Low_income,53.6,,,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,MUS,Africa,Upper_middle_income,64.8,Hindu,469313,1988,1.64,32.8,0.15,1.25,1.78,4.45,3.57
Malawi,MWI,Africa,Low_income,51.0,Roman Catholic,13581623,1988,0.08,1.5999999999999999,0.01,0.08333333333333334,0.27,0.675,0.36
Malaysia,MYS,Western Pacific,Upper_middle_income,64.6,Muslim,17375794,1988,0.48,9.6,0.02,0.16666666666666669,0.16,0.39999999999999997,0.66
Namibia,NAM,Africa,Upper_middle_income,58.1,,,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,NER,Africa,Low_income,50.7,Muslim,16978889,1988,0.1,2.0,0.02,0.16666666666666669,0.01,0.024999999999999998,0.13
Nigeria,NGA,Africa,Lower_middle_income,47.0,,,1988,1.08,21.6,0.0,0.0,0.01,0.024999999999999998,1.09
Nicaragua,NIC,Americas,Lower_middle_income,64.0,Roman Catholic,2652985,1988,0.59,11.799999999999999,0.0,0.0,2.01,5.0249999999999995,2.5999999999999996
Netherlands,NLD,Europe,High_income,71.4,,,1988,5.11,102.2,2.49,20.750000000000004,2.57,6.424999999999999,10.17
Norway,NOR,Europe,High_income,70.6,,,1988,2.84,56.8,0.97,8.083333333333334,1.45,3.6249999999999996,5.26
Nepal,NPL,South_East Asia,Low_income,59.2,Hindu,21551492,1988,0.02,0.39999999999999997,0.0,0.0,0.0,0.0,0.02
New Zealand,NZL,Western Pacific,High_income,72.0,No Religion,1635348,1988,7.54,150.79999999999998,2.12,17.666666666666668,1.6,4.0,11.26
Oman,OMN,Eastern Mediterranean,High_income,66.0,,,1988,0.28,5.6000000000000005,0.02,0.16666666666666669,0.78,1.95,1.08
Pakistan,PAK,Eastern Mediterranean,Lower_middle_income,56.7,,,1988,0.01,0.19999999999999998,0.0,0.0,0.0,0.0,0.01
Panama,PAN,Americas,Upper_middle_income,67.2,,,1988,2.66,53.2,0.06,0.5,1.51,3.775,4.23
Peru,PER,Americas,Upper_middle_income,66.9,Roman Catholic,17635339,1988,2.49,49.800000000000004,0.11,0.9166666666666667,2.93,7.325,5.53
Philippines,PHL,Western Pacific,Lower_middle_income,59.8,Roman Catholic,80304061,1988,1.04,20.8,0.0,0.0,2.78,6.949999999999999,3.82
Papua New Guinea,PNG,Western Pacific,Lower_middle_income,53.5,,,1988,1.12,22.400000000000002,0.04,0.33333333333333337,0.11,0.27499999999999997,1.2700000000000002
Poland,POL,Europe,Upper_middle_income,67.0,Roman Catholic,33331533,1988,2.0,40.0,1.33,11.083333333333334,6.2,15.5,9.530000000000001
Democratic People's Republic of Korea,PRK,South_East Asia,Low_income,62.6,,,1988,0.37,7.3999999999999995,0.0,0.0,3.3,8.249999999999998,3.67
Portugal,PRT,Europe,High_income,70.9,Roman Catholic,7281887,1988,4.01,80.19999999999999,8.0,66.66666666666667,0.91,2.275,12.92
Paraguay,PRY,Americas,Lower_middle_income,64.7,Roman Catholic,3488086,1988,1.83,36.6,0.35,2.9166666666666665,4.64,11.599999999999998,6.82
Qatar,QAT,Eastern Mediterranean,High_income,67.9,Muslim,576391,1988,0.11,2.1999999999999997,0.0,0.0,1.31,3.275,1.4200000000000002
Romania,ROU,Europe,Upper_middle_income,65.7,Orthodox,16307004,1988,3.36,67.19999999999999,4.06,33.83333333333333,2.63,6.574999999999999,10.05
Russian Federation,RUS,Europe,Upper_middle_income,60.5,,,1988,1.29,25.8,0.92,7.666666666666667,2.34,5.85,4.55
Rwanda,RWA,Africa,Low_income,55.7,Roman Catholic,4599371,1988,0.83,16.599999999999998,0.01,0.08333333333333334,0.01,0.024999999999999998,0.85
Saudi Arabia,SAU,Eastern Mediterranean,High_income,65.4,,,1988,0.21,4.199999999999999,0.0,0.0,0.0,0.0,0.21
Sudan,SDN,Eastern Mediterranean,Lower_middle_income,53.3,,,1988,0.0,0.0,0.0,0.0,0.19,0.475,0.19
Senegal,SEN,Africa,Low_income,55.4,,,1988,0.27,5.4,0.24,2.0,0.04,0.09999999999999999,0.55
Singapore,SGP,Western Pacific,High_income,76.3,Buddhist,1032879,1988,0.98,19.599999999999998,0.07,0.5833333333333334,0.64,1.5999999999999999,1.69
Solomon Islands,SLB,Western Pacific,Lower_middle_income,59.6,,,1988,0.59,11.799999999999999,0.05,0.4166666666666667,0.07,0.17500000000000002,0.71
Sierra Leone,SLE,Africa,Low_income,39.4,,,1988,0.11,2.1999999999999997,0.01,0.08333333333333334,0.03,0.075,0.15
El Salvador,SLV,Americas,Lower_middle_income,63.1,,,1988,0.86,17.2,0.02,0.16666666666666669,0.96,2.4,1.8399999999999999
Somalia,SOM,Eastern Mediterranean,Low_income,46.1,,,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,STP,Africa,Lower_middle_income,57.5,Roman Catholic,99570,1988,0.0,0.0,1.73,14.416666666666668,0.01,0.024999999999999998,1.74
Suriname,SUR,Americas,Upper_middle_income,65.2,Roman Catholic,262320,1988,1.84,36.8,0.04,0.33333333333333337,2.22,5.55,4.1000000000000005
Slovakia,SVK,Europe,High_income,66.7,Roman Catholic,3347277,1988,6.51,130.2,2.07,17.25,4.19,10.475,12.77
Slovenia,SVN,Europe,High_income,69.4,Roman Catholic,1135626,1988,3.31,66.2,8.39,69.91666666666667,3.27,8.174999999999999,14.97
Sweden,SWE,Europe,High_income,71.6,,,1988,3.39,67.8,1.63,13.583333333333332,2.29,5.725,7.31
Swaziland,SWZ,Africa,Lower_middle_income,45.0,,,1988,0.0,0.0,0.0,0.0,1.16,2.8999999999999995,1.16
Seychelles,SYC,Africa,Upper_middle_income,66.7,Roman Catholic,67280,1988,2.21,44.199999999999996,0.46,3.8333333333333335,0.59,1.4749999999999999,3.26
Syrian Arab Republic,SYR,Eastern Mediterranean,Lower_middle_income,65.8,,,1988,0.06,1.2,0.67,5.583333333333334,0.11,0.27499999999999997,0.84
Chad,TCD,Africa,Low_income,44.3,,,1988,0.26,5.2,0.01,0.08333333333333334,0.01,0.024999999999999998,0.28
Togo,TGO,Africa,Low_income,50.0,,,1988,2.01,40.199999999999996,0.15,1.25,0.36,0.8999999999999999,2.5199999999999996
Thailand,THA,South_East Asia,Lower_middle_income,65.7,Buddhist,61746429,1988,0.17,3.4,0.0,0.0,3.3,8.249999999999998,3.4699999999999998
Trinidad and Tobago,TTO,Americas,High_income,60.5,Roman Catholic,285671,1988,1.79,35.8,0.09,0.75,1.64,4.1,3.52
Tunisia,TUN,Eastern Mediterranean,Lower_middle_income,66.4,,,1988,0.4,8.0,0.55,4.583333333333334,0.02,0.049999999999999996,0.9700000000000001
Turkey,TUR,Europe,Upper_middle_income,65.4,,,1988,0.32,6.3999999999999995,0.07,0.5833333333333334,0.32,0.7999999999999999,0.71
United Republic of Tanzania,TZA,Africa,Low_income,53.3,,,1988,0.19,3.8,0.0,0.0,0.12,0.3,0.31
Uganda,UGA,Africa,Low_income,50.3,Roman Catholic,10242594,1988,0.13,2.6,0.0,0.0,0.19,0.475,0.32
Ukraine,UKR,Europe,Lower_middle_income,62.9,,,1988,1.58,31.6,0.94,7.833333333333333,1.91,4.7749999999999995,4.43
Uruguay,URY,Americas,Upper_middle_income,67.7,,,1988,1.42,28.4,3.73,31.083333333333336,1.9,4.749999999999999,7.050000000000001
United States of America,USA,Americas,High_income,69.3,,,1988,5.03,100.6,1.36,11.333333333333334,2.99,7.4750000000000005,9.38
Venezuela (Bolivarian Republic of),VEN,Americas,Upper_middle_income,66.2,,,1988,5.78,115.6,0.11,0.9166666666666667,3.83,9.575,9.72
Viet Nam,VNM,Western Pacific,Low_income,65.9,No Religion,61570544,1988,0.12,2.4,0.0,0.0,0.04,0.09999999999999999,0.16
Vanuatu,VUT,Western Pacific,Lower_middle_income,62.4,Presbyterian,65345,1988,0.96,19.2,0.53,4.416666666666667,0.18,0.44999999999999996,1.67
Samoa,WSM,Western Pacific,Lower_middle_income,64.1,Congregational,56818,1988,2.57,51.39999999999999,0.01,0.08333333333333334,0.05,0.125,2.6299999999999994
Yemen,YEM,Eastern Mediterranean,Low_income,54.7,,,1988,0.13,2.6,0.0,0.0,0.06,0.15,0.19
South Africa,ZAF,Africa,Upper_middle_income,51.8,No Religion,6767165,1988,4.1,81.99999999999999,1.65,13.75,1.81,4.5249999999999995,7.5600000000000005
Zambia,ZMB,Africa,Low_income,50.3,Protestant,9436231,1988,1.05,21.0,0.0,0.0,0.22,0.5499999999999999,1.27
Zimbabwe,ZWE,Africa,Low_income,49.8,,,1988,0.2,4.0,0.03,0.25,3.3,8.249999999999998,3.53
Afghanistan,AFG,Eastern Mediterranean,Low_income,50.0,,,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,AGO,Africa,Lower_middle_income,44.5,,,1989,0.87,17.4,0.82,6.833333333333333,0.59,1.4749999999999999,2.28
Albania,ALB,Europe,Lower_middle_income,64.8,Muslim,1587608,1989,0.52,10.4,0.46,3.8333333333333335,0.75,1.875,1.73
United Arab Emirates,ARE,Eastern Mediterranean,High_income,66.8,,,1989,0.63,12.6,0.11,0.9166666666666667,3.69,9.225,4.43
Argentina,ARG,Americas,Upper_middle_income,66.7,,,1989,1.21,24.2,9.32,77.66666666666667,0.29,0.7249999999999999,10.82
Antigua and Barbuda,ATG,Americas,High_income,64.1,Anglican,19767,1989,1.83,36.6,1.3,10.833333333333334,1.56,3.9,4.6899999999999995
Australia,AUS,Western Pacific,High_income,72.6,No Religion,6933708,1989,7.49,149.79999999999998,2.92,24.333333333333332,1.68,4.199999999999999,12.09
Austria,AUT,Europe,High_income,70.6,Roman Catholic,5915421,1989,7.1,141.99999999999997,4.9,40.833333333333336,1.9,4.749999999999999,13.9
Burundi,BDI,Africa,Low_income,48.0,Roman Catholic,4941833,1989,2.84,56.8,0.01,0.08333333333333334,0.01,0.024999999999999998,2.8599999999999994
Belgium,BEL,Europe,High_income,70.5,,,1989,7.01,140.2,3.09,25.75,1.51,3.775,11.61
Benin,BEN,Africa,Low_income,50.4,,,1989,0.99,19.799999999999997,0.09,0.75,0.3,0.7499999999999999,1.3800000000000001
Burkina Faso,BFA,Africa,Low_income,50.6,Muslim,8485149,1989,0.38,7.6,0.01,0.08333333333333334,0.0,0.0,0.39
Bangladesh,BGD,South_East Asia,Low_income,60.8,Muslim,111393250,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,BGR,Europe,Upper_middle_income,65.3,Eastern Orthodox,4374135,1989,4.43,88.6,3.02,25.166666666666668,3.98,9.95,11.43
Bahrain,BHR,Eastern Mediterranean,High_income,65.9,Muslim,866888,1989,1.11,22.2,0.22,1.8333333333333335,3.56,8.9,4.890000000000001
Bahamas,BHS,Americas,High_income,64.4,Baptist,122500,1989,3.33,66.6,1.5,12.5,7.45,18.625,12.280000000000001
Belarus,BLR,Europe,Upper_middle_income,62.4,,,1989,1.83,36.6,1.34,11.166666666666668,4.81,12.024999999999999,7.9799999999999995
Bolivia (Plurinational State of),BOL,Americas,Lower_middle_income,59.2,,,1989,1.26,25.2,0.08,0.6666666666666667,1.71,4.2749999999999995,3.05
Brazil,BRA,Americas,Upper_middle_income,65.3,Roman Catholic,123280172,1989,2.89,57.8,0.31,2.5833333333333335,2.32,5.799999999999999,5.52
Brunei Darussalam,BRN,Western Pacific,High_income,68.7,Muslim,309962,1989,2.27,45.4,0.15,1.25,0.36,0.8999999999999999,2.78
Bhutan,BTN,South_East Asia,Lower_middle_income,59.4,,,1989,0.31,6.199999999999999,0.0,0.0,0.0,0.0,0.31
Botswana,BWA,Africa,Upper_middle_income,54.2,Roman Catholic,1171537,1989,2.35,47.0,0.16,1.3333333333333335,0.37,0.9249999999999999,2.8800000000000003
Central African Republic,CAF,Africa,Low_income,43.7,,,1989,1.15,22.999999999999996,0.17,1.4166666666666667,0.03,0.075,1.3499999999999999
Canada,CAN,Americas,High_income,72.0,Roman Catholic,12728880,1989,4.82,96.4,1.27,10.583333333333334,2.91,7.275,9.0
Switzerland,CHE,Europe,High_income,72.3,Roman Catholic,2532217,1989,4.17,83.39999999999999,7.14,59.5,2.28,5.699999999999999,13.589999999999998
Chile,CHL,Americas,Upper_middle_income,70.3,Roman Catholic,7853428,1989,1.63,32.599999999999994,4.43,36.916666666666664,2.59,6.475,8.649999999999999
China,CHN,Western Pacific,Lower_middle_income,68.0,,,1989,0.35,6.999999999999999,0.03,0.25,2.95,7.375,3.33
Côte d'Ivoire,CIV,Africa,Lower_middle_income,45.6,Muslim,9618121,1989,0.33,6.6,0.86,7.166666666666667,0.08,0.19999999999999998,1.27
Cameroon,CMR,Africa,Lower_middle_income,48.5,,,1989,2.11,42.199999999999996,0.13,1.0833333333333335,0.04,0.09999999999999999,2.28
Democratic Republic of the Congo,COD,Africa,Low_income,44.4,,,1989,0.25,5.0,0.0,0.0,0.01,0.024999999999999998,0.26
Congo,COG,Africa,Lower_middle_income,50.3,,,1989,1.91,38.199999999999996,0.0,0.0,0.13,0.325,2.04
Colombia,COL,Americas,Upper_middle_income,67.2,,,1989,4.4,88.0,0.12,1.0,2.44,6.1,6.960000000000001
Comoros,COM,Africa,Low_income,53.8,,,1989,0.01,0.19999999999999998,0.09,0.75,0.01,0.024999999999999998,0.10999999999999999
Cabo Verde,CPV,Africa,Lower_middle_income,63.8,,,1989,0.54,10.8,1.69,14.083333333333334,0.56,1.4000000000000001,2.79
Costa Rica,CRI,Americas,Upper_middle_income,69.3,,,1989,0.79,15.8,0.1,0.8333333333333334,4.51,11.274999999999999,5.3999999999999995
Cuba,CUB,Americas,Upper_middle_income,66.4,,,1989,1.87,37.4,0.05,0.4166666666666667,2.45,6.125,4.37
Cyprus,CYP,Europe,High_income,74.4,Orthodox,653635,1989,3.62,72.39999999999999,2.18,18.166666666666668,3.49,8.725,9.290000000000001
Czech Republic,CZE,Europe,High_income,68.7,Unknown,4662455,1989,6.75,135.0,1.95,16.25,4.31,10.774999999999999,13.009999999999998
Germany,DEU,Europe,High_income,71.1,Other,32783750,1989,8.47,169.4,3.74,31.166666666666668,2.43,6.075,14.64
Djibouti,DJI,Eastern Mediterranean,Lower_middle_income,52.9,,,1989,0.35,6.999999999999999,0.27,2.2500000000000004,0.25,0.625,0.87
Denmark,DNK,Europe,High_income,70.0,,,1989,7.45,149.0,2.55,21.25,1.65,4.124999999999999,11.65
Dominican Republic,DOM,Americas,Upper_middle_income,63.0,,,1989,1.54,30.8,0.04,0.33333333333333337,2.95,7.375,4.53
Algeria,DZA,Africa,Upper_middle_income,62.4,,,1989,0.16,3.1999999999999997,0.23,1.9166666666666667,0.01,0.024999999999999998,0.4
Ecuador,ECU,Americas,Lower_middle_income,65.9,,,1989,1.59,31.8,0.03,0.25,0.92,2.3,2.54
Egypt,EGY,Eastern Mediterranean,Lower_middle_income,61.8,,,1989,0.07,1.4000000000000001,0.01,0.08333333333333334,0.34,0.85,0.42000000000000004
Eritrea,ERI,Africa,Low_income,54.5,,,1989,0.08,1.5999999999999999,0.0,0.0,0.0,0.0,0.08
Spain,ESP,Europe,High_income,73.2,,,1989,4.45,89.0,5.33,44.41666666666667,3.5,8.75,13.280000000000001
Ethiopia,ETH,Africa,Low_income,55.6,Orthodox,32092182,1989,0.67,13.4,0.0,0.0,0.09,0.22499999999999998,0.76
Finland,FIN,Europe,High_income,70.8,Lutheran,4207192,1989,4.55,90.99999999999999,0.98,8.166666666666666,1.8,4.5,7.329999999999999
Fiji,FJI,Western Pacific,Upper_middle_income,60.4,Methodist,289923,1989,1.78,35.6,0.13,1.0833333333333335,0.05,0.125,1.9600000000000002
France,FRA,Europe,High_income,71.8,,,1989,2.56,51.199999999999996,10.24,85.33333333333334,2.98,7.449999999999999,15.780000000000001
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,Africa,Upper_middle_income,53.9,,,1989,6.49,129.79999999999998,2.43,20.250000000000004,0.42,1.0499999999999998,9.34
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,1989,5.68,113.6,1.78,14.833333333333334,2.18,5.45,9.64
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,1989,0.39,7.8,0.0,0.0,0.02,0.049999999999999996,0.41000000000000003
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1989,0.06,1.2,0.04,0.33333333333333337,0.11,0.27499999999999997,0.21000000000000002
Gambia,GMB,Africa,Low_income,52.9,,,1989,0.06,1.2,0.03,0.25,0.03,0.075,0.12
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1989,0.37,7.3999999999999995,0.42,3.5,0.77,1.925,1.56
Equatorial Guinea,GNQ,Africa,High_income,47.4,,,1989,0.67,13.4,5.82,48.50000000000001,0.0,0.0,6.49
Greece,GRC,Europe,High_income,71.3,,,1989,2.4,47.99999999999999,4.12,34.333333333333336,3.56,8.9,10.08
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1989,0.62,12.399999999999999,0.02,0.16666666666666669,1.83,4.575,2.47
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1989,1.04,20.8,0.0,0.0,8.9,22.25,9.940000000000001
Honduras,HND,Americas,Lower_middle_income,63.7,,,1989,1.17,23.4,0.02,0.16666666666666669,0.96,2.4,2.15
Croatia,HRV,Europe,High_income,67.8,Roman Catholic,3697143,1989,2.87,57.4,5.1,42.5,2.95,7.375,10.92
Haiti,HTI,Americas,Low_income,51.8,,,1989,0.03,0.6,0.01,0.08333333333333334,5.77,14.424999999999999,5.81
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1989,6.55,131.0,3.44,28.666666666666668,6.3,15.749999999999998,16.29
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1989,0.04,0.7999999999999999,0.0,0.0,0.03,0.075,0.07
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1989,0.02,0.39999999999999997,0.0,0.0,1.64,4.1,1.66
